name,genres,features,rating,price
Orion: A Sci-Fi Visual Novel Demo,N/A,"Single-player, Game demo",N/A,Free
Professor Teaches OneNote 2016,Software Training,N/A,N/A,$14.99
Professor Teaches Outlook 2016,Software Training,N/A,N/A,$14.99
Crush Your Enemies,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",63,$9.99
Blind,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$24.99
Eventide: Slavic Fable,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$14.99
Fruit Golf,"Casual, Indie, Sports","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, VR Support, Remote Play Together, Family Sharing",N/A,N/A
Mutant Gate,"Action, Adventure, Indie, Free To Play","Single-player, Steam Achievements, Captions available, Steam Cloud",N/A,Free
Epic Showdown,"Action, Casual, Indie","Single-player, Multi-player, Co-op, Family Sharing",N/A,$4.99
Dub Dash,"Action, Indie, Racing","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",N/A,$0.69
3DMark Ice Storm benchmarks,Utilities,"Downloadable Content, Steam Achievements, Steam Leaderboards",N/A,Free
3DMark Cloud Gate benchmark,Utilities,"Downloadable Content, Steam Achievements, Steam Leaderboards",N/A,Free
The Uncertain: Last Quiet Day,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$9.99
Machinarium,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",85,$19.99
Survival Is Not Enough,"Action, Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$4.99
Star Sky,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$0.87
2064: Read Only Memories Demo,"Adventure, Indie","Single-player, Game demo, Full controller support",80,Free
Mussoumano: Ataque dos Haters,"Adventure, Indie, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Family Sharing",N/A,$4.99
Kero Rhythm,Indie,N/A,N/A,$2.39
3DMark API Overhead feature test,Utilities,Downloadable Content,N/A,Free
Machinarium Demo,"Adventure, Indie","Single-player, Game demo, Full controller support",85,Free
Gulf of Aden - Task Force Somalia,"Action, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$8.99
Swarm Universe,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",N/A,$4.99
Soccer Manager 2016,"Free To Play, Indie, Sports, Strategy","Single-player, Family Sharing",N/A,N/A
Tank Mechanic Simulator,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",N/A,$19.99
Soccer Manager 2016 VIP,"Free To Play, Sports, Strategy","Single-player, Downloadable Content, Family Sharing",N/A,N/A
Trap Them - Sniper Edition,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$3.99
Club Manager 2016,"Simulation, Sports, Strategy","Single-player, Multi-player, Shared/Split Screen, Stats, Includes level editor, Remote Play Together, Family Sharing",N/A,$19.99
Samorost 2,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",N/A,$4.99
Dungeon of the ENDLESS - Rescue Team Add-on,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",N/A,$1.99
Dungeon of the ENDLESS - Organic Matters Update,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",N/A,Free
Legend of Mysteria RPG,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",N/A,$1.99
There Was A Caveman,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$6.99
The Last NightMary - A Lenda do Cabea de Cuia,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing",N/A,$3.99
NEKO-NIN exHeart,"Action, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",N/A,$9.99
My Little Kitties,"Casual, Indie","Single-player, Family Sharing",N/A,$9.99
Sakura Dungeon,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$9.99
Strawberry Vinegar,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$9.99
Strania - The Stella Machina -,Action,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$11.99
The Juicer - Official Soundtrack,"Action, Indie","Single-player, Additional High-Quality Audio",N/A,Free
Gabe Newell Simulator,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",N/A,$2.99
The Stirling Pack,"Indie, RPG, Strategy","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$3.99
PlayClaw 5 - Streamer Pack,"Audio Production, Software Training, Utilities, Video Production, Web Publishing","Single-player, Multi-player, Downloadable Content",N/A,$3.99
ARK: The Survival Of The Fittest,"Action, Adventure, Indie, Massively Multiplayer, RPG, Strategy","Multi-player, Co-op, Steam Workshop, Partial Controller Support, Stats, Steam Leaderboards, Includes level editor, Family Sharing",N/A,N/A
Killing Room,"Action, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Stats, Family Sharing",N/A,$14.99
Raiden Legacy - Steam Edition,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$9.99
Indie Game Battle,"Action, Indie, Early Access","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Family Sharing",N/A,N/A
Skein,"Action, Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",N/A,$6.99
Last Days of Spring Visual Novel,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$0.89
The Grand Canyon VR Experience,"Adventure, Casual, Indie, Simulation","Single-player, Tracked Controller Support, VR Only, VR Support, Partial Controller Support, Family Sharing",N/A,$2.99
Poker Pretty Girls Battle: Texas Hold'em,Casual,"Single-player, Steam Trading Cards, Family Sharing",N/A,$4.99
Lethe - Episode One,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$14.99
Steam Pack,"Free To Play, Massively Multiplayer, Strategy","Single-player, Multi-player, MMO, Co-op, Downloadable Content",N/A,$29.99
Hard Reset Redux,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing",73,$19.99
Pool Nation FX - Unlock Cues,"Casual, Indie, Massively Multiplayer, Simulation, Sports, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Downloadable Content, Steam Achievements, Full controller support, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Includes Source SDK",N/A,$2.99
Space Overlords,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Includes level editor, Remote Play Together, Family Sharing",N/A,$1.99
Guardians of Orion (Phase 2),"Action, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Stats, Remote Play Together, Family Sharing",N/A,$0.99
Mad Nords: Probably an Epic Quest,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing",N/A,$5.99
Princess Remedy in a World of Hurt,"Action, Adventure, Indie","Single-player, Full controller support",N/A,Free
Contagion OST,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud",N/A,$1.99
Hyper Bounce Blast,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$4.99
Sentinels of the Multiverse Demo,"Indie, Strategy","Single-player, Co-op, Shared/Split Screen, Game demo, Steam Cloud",N/A,Free
Sakura Beach 2,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",N/A,$2.99
Super Meat Boy,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",87,$14.99
Cinderella Escape! R12,Indie,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",N/A,$4.99
Cinderella Escape! R12 Demo,Indie,"Single-player, Game demo, Full controller support",N/A,Free
UniBall,"Action, Indie, Sports","Multi-player, PvP, Online PvP",N/A,Free
Polychromatic - Soundtrack,"Action, Indie, Free To Play","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards",N/A,Free
SAVAGE: The Shard of Gosen,"Action, Adventure, Indie, RPG, Early Access","Single-player, Full controller support, Steam Cloud, Family Sharing",N/A,$17.99
Mushroom 11 Soundtrack - The Future Sound of London,"Action, Adventure, Indie","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$9.99
Dinosaur Hunt - Stegosaurus Expansion Pack,"Action, Adventure, Indie, Simulation","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",N/A,$0.99
Planet R-12,"Action, Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$1.99
Cibele,Indie,"Single-player, Captions available, Family Sharing",71,$8.99
Explosionade - Soundtrack,"Action, Indie","Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",N/A,$1.99
Shoot 1UP - Soundtrack,"Action, Indie","Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",N/A,$1.99
Weapon of Choice - Soundtrack,"Action, Indie","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",N/A,$1.99
Networm,"Action, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",N/A,$1.99
Queen At Arms Demo,"Adventure, Casual, Indie, RPG","Single-player, Game demo, Steam Achievements",N/A,Free
Super Sky Arena Original Soundtrack,"Action, Indie","Single-player, Downloadable Content, Family Sharing",N/A,$7.99
Slime Jumper,"Casual, Indie","Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Includes level editor, Family Sharing",N/A,$4.99
Eagle Flight,"Action, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",74,$4.99
Message Quest,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$2.99
Organ Trail - Final Cut Expansion,"Indie, Strategy","Single-player, Co-op, Shared/Split Screen, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",N/A,$4.99
Gravity Lab,"Casual, Simulation","Single-player, Tracked Controller Support, VR Supported, VR Support, Includes level editor, Family Sharing",N/A,$14.99
fault Series ORIGINAL SOUNDTRACK vol 1,Indie,Additional High-Quality Audio,N/A,$2.49
Swords and Sorcery - Underworld - Definitive Edition,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",66,$9.99
X-Morph: Defense,"Action, Indie, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing",N/A,$19.99
Rogue State Soundtrack,"Indie, Simulation, Strategy","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Captions available, Steam Leaderboards, Family Sharing",N/A,Free
Dream Factory,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Trading Cards, Family Sharing",N/A,$9.99
Last Days of Spring Soundtrack,Simulation,"Single-player, Downloadable Content, Family Sharing",N/A,$1.99
Shutter Demo,"Adventure, Indie","Single-player, Game demo",N/A,Free
Curious Expedition OST & Artbook,"Adventure, Indie, RPG, Simulation, Strategy","Downloadable Content, Family Sharing",N/A,$3.99
FORM,"Adventure, Casual, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",81,$14.99
FORM - Episode 1 Demo,"Adventure, Casual, Indie","Single-player, Game demo, Steam Achievements, VR Only",81,Free
Puzzle Strike - Shadows Characters,"Indie, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Downloadable Content, Family Sharing",N/A,$14.99
Pixel Galaxy - Original Soundtrack,"Action, Indie","Single-player, Multi-player, Co-op, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$1.99
LOVE Soundtrack,"Action, Indie","Single-player, Downloadable Content, Partial Controller Support",N/A,$0.99
Dungeons 2 - A Clash of Pumpkins,"RPG, Simulation, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",N/A,Free
Rocket League - Chaos Run DLC Pack,"Action, Indie, Racing, Sports","Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",N/A,N/A
